Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
200081,2020,01/29/2021,Easton,95 ROCK HOUSE ROAD,"$275,960.00","$370,000.00",0.7458,Residential,Single Family,,,,
200070,2020,12/04/2020,Coventry,480 BUNKER HILL RD,"$254,000.00","$429,900.00",0.5908,Residential,Single Family,,,,
200116,2020,04/14/2021,East Windsor,35A SOUTH MAIN ST,"$39,620.00","$43,500.00",0.9108,Commercial,,25 - Other,COMM CONDO; GRANTOR HOLDS MORTGAGE,,
210505,2021,03/23/2022,Fairfield,89 FIELD POINT DRIVE,"$520,170.00","$965,000.00",0.539,Residential,Condo,,,,POINT (-73.265749036 41.128620981)
2100199,2021,12/06/2021,Naugatuck,1221-1247 NEW HAVEN RD,"$1,229,830.00","$1,100,000.00",1.118,Industrial,,24 - Plottage,COMBINED ON ONE DEED AND ONE SALES PRICE / COMBINED ASSESSMENTS,,POINT (-73.020004962 41.467463021)
200434,2020,08/26/2021,Killingly,17 UPLAND DR,"$142,590.00","$321,000.00",0.4442,Residential,Single Family,,,,
218337,2021,07/18/2022,Middletown,190 CARRIAGE CROSSING,"$72,190.00","$165,000.00",0.4375,Residential,Condo,,,,POINT (-72.708696764 41.587792696)
200530,2020,02/16/2021,Manchester,503 BUSH HILL ROAD,"$163,000.00","$235,000.00",0.6936,Residential,Single Family,,,,POINT (-72.54782 41.74044)
200400,2020,04/08/2021,Branford,460 MAIN ST,"$180,500.00","$355,000.00",0.5084,Residential,Two Family,,,,
200167,2020,11/02/2020,Greenwich,2 OLD CHURCH ROAD UN3,"$1,471,680.00","$2,000,000.00",0.7358,Residential,Condo,,,,POINT (-73.61722 41.03698)
211302,2021,09/29/2022,Hamden,148 PUTNAM AVE,"$124,390.00","$250,000.00",0.4975,Residential,Single Family,,,,POINT (-72.918159977 41.344914986)
200164,2020,06/28/2021,Easton,235 ADAMS ROAD,"$546,120.00","$950,000.00",0.5748,Residential,Single Family,,,,
2102154,2021,08/12/2022,Stamford,49 HINCKLEY AVENUE,"$391,700.00","$740,000.00",0.5293,Residential,Two Family,,,,POINT (-73.550913033 41.056668)
210392,2021,08/05/2022,New Canaan,228 NORTH WILTON RD,"$711,060.00","$1,650,000.00",0.430945455,Residential,Single Family,,,,POINT (-73.502900989 41.190999984)
201347,2020,09/22/2021,Bristol,118 MOODY ST,"$117,950.00","$240,000.00",0.4914,Residential,Single Family,,,,
10090,2001,06/18/2002,Sherman,1 WIMISINK DR,"$64,050.00","$117,000.00",0.547435897,,,,,,
200203,2020,07/22/2021,East Windsor,30 POND ST,"$116,330.00","$200,000.00",0.5816,Residential,Single Family,,,,POINT (-72.54223 41.91787)
21176,2021,03/09/2022,Plainville,180 S WASHINGTON ST,"$63,840.00","$360,000.00",0.1773,Vacant Land,,,,,POINT (-72.874505014 41.659472013)
200105,2020,11/02/2020,Manchester,80 SANDRA DRIVE,"$105,200.00","$180,000.00",0.5844,Residential,Single Family,,,,
210047,2021,02/03/2022,Preston,153A ROUTE 12,"$151,200.00","$290,000.00",0.5213,Residential,Single Family,,,,POINT (-72.061471973 41.47311498)
200468,2020,02/12/2021,Meriden,28 STANLEY ST,"$100,520.00","$170,000.00",0.5912,Residential,Single Family,,,,
21069,2021,11/15/2021,Guilford,85 MICHAEL DR,"$183,550.00","$188,000.00",0.9763,Residential,Single Family,14 - Foreclosure,,,POINT (-72.700952009 41.320235017)
210621,2021,03/18/2022,New Britain,324 MAPLE ST,"$77,700.00","$115,000.00",0.6756,Residential,Single Family,,,,POINT (-72.775245007 41.655970012)
210389,2021,01/19/2022,Hamden,2692 DIXWELL AVE,"$126,350.00","$260,000.00",0.4859,Residential,Single Family,,,,POINT (-72.910509982 41.38254202)
201078,2020,12/21/2020,Griswold,22 CROSS RD,"$173,040.00","$302,000.00",0.5729,Residential,Single Family,,,,
210203,2021,06/20/2022,Clinton,11 COMMERCE ST,"$176,200.00","$291,000.00",0.6054,Residential,Two Family,,,,POINT (-72.527473016 41.277897983)
2121211,2021,04/28/2022,Ansonia,2 MARY ST,"$113,400.00","$72,000.00",1.575,Residential,Two Family,11 - Court Order,,,POINT (-73.087604005 41.342052986)
21293,2021,06/23/2022,Bethel,14 BUDD DRIVE,"$204,400.00","$500,000.00",0.4088,Residential,Single Family,,,,POINT (-73.392634035 41.413038988)
200512,2020,05/12/2021,Enfield,4 RANBERRY HOLLOW,"$72,340.00","$150,500.00",0.4806,Residential,Condo,,,,POINT (-72.54036 42.02699)
218340,2021,07/19/2022,Middletown,609 RIDGEWOOD RD,"$200,770.00","$445,000.00",0.4511,Residential,Single Family,,,,POINT (-72.692912003 41.580270991)
10022,2001,10/19/2001,Killingly,94 STONE RD,"$17,630.00","$26,000.00",0.678076923,,,,,,
200074,2020,10/16/2020,Greenwich,27 VINEYARD LANE,"$1,440,110.00","$300,000.00",4.8003,Residential,Single Family,25 - Other,NEIGHBOR BOUGHT IT,,POINT (-73.64523 41.04983)
210011,2021,11/08/2021,Bolton,68 HIGH RIDGE FARM LANE,"$475,100.00","$620,000.00",0.7662,Residential,Single Family,,,,POINT (-72.415365983 41.746363012)
202000141,2020,03/18/2021,Plymouth,99 EASTVIEW ROAD,"$34,790.00","$10,000.00",3.479,Vacant Land,,,,,
10041,2001,10/04/2001,Stratford,86 MINOR CROSS,"$107,090.00",$0.00,0,,,1,,,
210025,2021,10/25/2021,Avon,29 BRONSON ROAD,"$219,660.00","$345,000.00",0.6366,Residential,Single Family,,,,POINT (-72.866487975 41.779050004)
20035,2020,10/16/2020,East Hartford,54 OLMSTED ST,"$91,210.00","$160,000.00",0.57,Residential,Single Family,,,,
200693,2020,03/09/2021,Danbury,10 BOUGHTON ST,"$246,700.00","$399,000.00",0.6182,Residential,Three Family,,I14131,,
21000009,2021,01/14/2022,Colebrook,17 PROCK HILL ROAD,"$241,600.00","$340,000.00",0.710588235,Residential,Single Family,,,,POINT (-73.115337963 42.020224012)
200016,2020,11/02/2020,Bethany,62 HUMISTON DR,"$281,290.00","$560,000.00",0.5023,Residential,Single Family,,,,POINT (-72.97722 41.44831)
200383,2020,12/22/2020,Manchester,77 OLIVER ROAD,"$111,500.00","$235,000.00",0.4744,Residential,Single Family,,,,POINT (-72.53858 41.78196)
200013,2020,10/15/2020,Bloomfield,95 SPRINGWOOD LN,"$206,640.00","$285,000.00",0.725,Residential,Single Family,,,,
20336,2020,09/29/2021,Winchester,348 W WAKEFIELD BLVD,"$307,760.00","$709,000.00",0.434,Residential,Single Family,,,,
210193,2021,04/14/2022,Cromwell,45 COLES ROAD,"$150,850.00","$351,000.00",0.4297,Residential,Single Family,,,,POINT (-72.697062973 41.608390013)
200468,2020,05/19/2021,Groton,59 C ST,"$9,870.00","$27,000.00",0.365555556,,,Single Family,MOBILE HOME,,POINT (-72.05231 41.34105)
210594,2021,03/08/2022,New Britain,41 RIDGEWOOD ST,"$122,290.00","$415,000.00",0.294674699,Residential,Three Family,07 - Change in Property,,GUT RENOVATION IN 2020 PER MLS,POINT (-72.802173967 41.667505983)
10389,2001,07/03/2002,Avon,527 NEW RD,"$94,520.00","$199,000.00",0.474974874,,,,,,
20324,2020,01/11/2021,Hartford,202 HILLSIDE AVE,"$75,495.00","$280,000.00",0.2696,Residential,Three Family,,,,
200666,2020,02/25/2021,Greenwich,27 BRIDGE STREET,"$729,050.00","$1,900,000.00",0.3837,Residential,Single Family,,,,POINT (-73.63306 41.022)
210398,2021,02/11/2022,Fairfield,108 COLONESE ROAD,"$303,870.00","$475,000.00",0.6397,Residential,Single Family,,,,POINT (-73.249744965 41.212590007)
2100154,2021,10/19/2021,Stamford,99 OLD BARN ROAD WEST,"$292,910.00","$530,000.00",0.5526,Residential,Single Family,,,,POINT (-73.555591979 41.071525007)
218268,2021,06/21/2022,Middletown,452 WASHINGTON ST,"$65,760.00","$170,000.00",0.3868,Residential,Single Family,,,,POINT (-72.666180019 41.557376995)
200338,2020,12/10/2020,Manchester,16 ARNOTT ROAD,"$96,000.00","$100,000.00",0.96,Residential,Single Family,,,NO MLS,
211128,2021,08/09/2022,Hamden,31 FAWN RIDGE DR,"$141,400.00","$312,000.00",0.4532,Residential,Single Family,14 - Foreclosure,BANK SALE,,POINT (-72.959775037 41.349735)
20771,2020,09/16/2021,Newtown,3 SHORT HILL ROAD,"$451,770.00","$910,000.00",0.496450549,Residential,Single Family,,RELOCATION CO.,,
210177,2021,03/02/2022,Bloomfield,30 BILTMORE PARK,"$159,460.00","$380,000.00",0.4196,Residential,Condo,,,,POINT (-72.767495222 41.809298078)
200139,2020,11/30/2020,Danbury,1501 BRIAR WOODS LA,"$167,800.00","$327,000.00",0.5131,Residential,Condo,,C16028-1501,,
200492,2020,08/03/2021,Guilford,3199 DURHAM RD,"$199,030.00","$375,000.00",0.5307,Residential,Single Family,28 - Use Assessment,,,
200423,2020,04/23/2021,Branford,24 COLLINS DR,"$147,000.00","$290,000.00",0.5068,Residential,Single Family,,,,
2000125,2020,01/19/2021,Bloomfield,54 VISTA WAY,"$239,120.00","$60,000.00",3.985333333,Residential,Condo,01 - Family,,,POINT (-72.75823 41.84839)
200061,2020,10/15/2020,Bristol,161 GRIDLEY ST,"$75,530.00","$90,600.00",0.8336,Residential,Single Family,,,,POINT (-72.95425 41.66752)
210203,2021,01/18/2022,Branford,10 STONEGATE DR,"$185,600.00","$365,000.00",0.5084,Residential,Single Family,,,,POINT (-72.799434007 41.296214997)
210975,2021,06/10/2022,Bristol,410 EMMET ST GARAGE G-Q,$0.00,"$26,000.00",0,Residential,Condo,25 - Other,SALE OF A ONE CAR DETACHED GARAGE WITHIN A CONDOMINIUM COMPLEX,,POINT (-72.909248002 41.661366993)
200002,2020,10/01/2020,Roxbury,20 CHURCH ST,"$439,290.00","$575,000.00",0.763982609,Residential,Single Family,,,,
200331,2020,06/30/2021,Killingly,3056 DAVID AVE,"$161,910.00","$200,000.00",0.8095,Residential,Single Family,,,,POINT (-71.84813 41.80308)
210542,2021,04/05/2022,Fairfield,149 JUDSON ROAD,"$536,270.00","$960,000.00",0.5586,Residential,Single Family,,,,POINT (-73.24467098 41.141860993)
201629,2020,08/23/2021,Greenwich,15 TOMAHAWK LANE,"$2,712,290.00","$3,950,000.00",0.6866,Residential,Single Family,,,,
20000081,2020,11/23/2020,Brookfield,20 ANDOVER CT,"$96,850.00","$153,000.00",0.633006536,Residential,Condo,,,,
210621,2021,04/29/2022,Fairfield,177 HIGH MEADOW ROAD,"$287,000.00","$435,000.00",0.6597,Vacant Land,,25 - Other,ESTATE SALE,,POINT (-73.275038888 41.147097658)
2100123,2021,01/24/2022,Madison,139 WILDWOOD AVE,"$195,400.00","$363,000.00",0.5382,Residential,Single Family,01 - Family,family sale,,POINT (-72.635221962 41.294190013)
210018,2021,11/16/2021,Bethany,530 BETHMOUR RD,"$228,780.00","$375,000.00",0.61,Residential,Single Family,,,,POINT (-73.009462037 41.413549991)
210174,2021,02/23/2022,New Canaan,34 HERITAGE HILL RD-UNIT C,"$569,520.00","$940,000.00",0.6058,Residential,Condo,,,,POINT (-73.494971038 41.149861017)
210173,2021,06/08/2022,Litchfield,40 MURPHY RD,"$134,230.00","$330,000.00",0.406757576,Residential,Single Family,25 - Other,,"PER MLS CLOSING PRICE =$322,000",POINT (-73.249948959 41.728958229)
2000230,2020,03/16/2021,Cheshire,50 ABBEY CT,"$210,940.00","$365,000.00",0.5779,Residential,Single Family,,,,
212235,2021,09/16/2022,Bridgeport,500 SUCCESS VILLAGE UNIT #28,"$2,632,020.00","$45,000.00",58.48933333,Commercial,,08 - Part Interest,COOP (SUCCESS VILLAGE),,POINT (-73.156522215 41.199756053)
201786,2020,09/29/2021,Greenwich,43 LAFRENTZ ROAD,"$1,069,740.00","$3,450,000.00",0.310069565,Residential,Single Family,07 - Change in Property,,"TOTAL RENOVATION PER MLS - PREVIOUS SALE SEPT. 2020 FOR $1,605,000",POINT (-73.67799 41.11284)
200353,2020,12/10/2020,Greenwich,45 LAKE DRIVE SOUTH,"$1,157,450.00","$2,225,000.00",0.5202,Residential,Single Family,,,,
210002,2021,10/01/2021,New Britain,2 LINCOLN CT,"$97,370.00","$245,000.00",0.3974,Residential,Two Family,,,,POINT (-72.79742302 41.664382006)
20008,2020,10/06/2020,Columbia,51 CARDS MILL ROAD,"$161,600.00","$302,500.00",0.5342,Residential,Single Family,,,,
2000225,2020,05/19/2021,Bloomfield,78 ADAMS ROAD,"$164,430.00","$308,000.00",0.5338,Residential,Single Family,,,,POINT (-72.74638 41.87295)
200543,2020,09/01/2021,Guilford,439 SAW MILLRD,"$194,730.00","$398,000.00",0.4892,Residential,Single Family,,,,
200040,2020,10/13/2020,Manchester,269 PARKER STREET,"$113,200.00","$220,000.00",0.5145,Residential,Single Family,,,,POINT (-72.50578 41.78512)
200911,2020,04/28/2021,Greenwich,1525 EAST PUTNAM AVENUE UN409,"$183,820.00","$290,000.00",0.6338,Residential,Condo,,,,POINT (-73.56712 41.04805)
211526,2021,05/09/2022,Bridgeport,80 CARTRIGHT ST #3L,"$34,700.00","$99,000.00",0.3505,Residential,Condo,,,,POINT (-73.218964018 41.178571005)
20035,2020,04/13/2021,Eastford,55 COVE RD EAST,"$242,190.00","$350,000.00",0.6919,Residential,Single Family,,WATERFRONT,,POINT (-72.10123 41.92912)
21174,2021,07/19/2022,Burlington,61 SPIELMAN HWY,"$136,990.00","$299,900.00",0.4567,Residential,Single Family,,,,POINT (-72.93285404 41.77915)
210187,2021,11/10/2021,Bristol,25 ROGERS RD,"$177,800.00","$292,000.00",0.6089,Residential,Single Family,,,,POINT (-72.887033025 41.665679986)
200298,2020,05/19/2021,Avon,11 MOUNTAIN LEDGE RD,"$159,720.00","$340,000.00",0.4697,Residential,Single Family,,,,POINT (-72.87757 41.81301)
201262,2020,06/28/2021,Greenwich,8 LINWOOD AVENUE,"$671,160.00","$975,000.00",0.6883,Residential,Single Family,,,,
200321,2020,12/21/2020,Bristol,172-174 GREENE ST,"$84,980.00","$114,547.00",0.7418,Residential,Two Family,,,,POINT (-72.95558 41.6687)
200483,2020,05/18/2021,Branford,61 PALMER RD,"$219,900.00","$460,000.00",0.478,Residential,Single Family,,,,
211079,2021,07/06/2022,Bristol,137 JUDD ST,"$146,160.00","$238,000.00",0.6141,Residential,Single Family,,,,POINT (-72.936999981 41.682775003)
200701,2020,07/22/2021,Glastonbury,43 KINNE RD,"$253,800.00","$375,000.00",0.6768,Residential,Single Family,,,,
210104,2021,01/18/2022,East Hampton,34 LONG HILL RD,"$152,470.00","$330,000.00",0.462,Residential,Single Family,,,,POINT (-72.548594993 41.558411993)
210929,2021,02/08/2022,Bridgeport,1473 CHOPSEY HILL RD,"$87,532.00","$60,000.00",1.458866667,Vacant Land,,,,,POINT (-73.201992949 41.221082332)
200430,2020,12/28/2020,Greenwich,92 VALLEY ROAD,"$845,320.00","$1,250,000.00",0.6762,Residential,Two Family,,,,POINT (-73.59051 41.04471)
21000054,2021,11/01/2021,Cheshire,50 LANSDOWNE LANE,"$261,190.00","$530,000.00",0.4928,Residential,Single Family,,,,POINT (-72.908166988 41.536895983)
2000027,2020,10/19/2020,Cheshire,580 PECK LANE,"$265,570.00","$425,000.00",0.6248,Residential,Single Family,,,,POINT (-72.91427 41.52208)
210009,2021,10/12/2021,Berlin,319 NEW BRITAIN ROAD #109,"$63,100.00","$134,000.00",0.4708,Residential,Condo,,,,POINT (-72.769475995 41.640166017)
211578,2021,05/16/2022,Bridgeport,230 LEWIS ST,"$101,210.00","$265,000.00",0.3819,Residential,Single Family,,,,POINT (-73.200484017 41.170851021)
200408,2020,06/01/2021,Farmington,12 SOUTH RIDGE RD,"$360,310.00","$540,000.00",0.6672,Residential,Single Family,,,,
2121234,2021,05/19/2022,Ansonia,14 N COE LA,"$108,800.00","$170,000.00",0.64,Residential,Single Family,14 - Foreclosure,"LOW SALE, SOLD OUT OF FCL AS-IS",,POINT (-73.061120963 41.327486998)
200250,2020,12/04/2020,Bristol,36 WILLIS ST UN 4A,"$75,110.00","$140,000.00",0.5365,Residential,Condo,,,,POINT (-72.93907 41.66671)
201308,2020,09/28/2021,Manchester,34 COOLIDGE STREET,"$88,400.00","$184,900.00",0.478,Residential,Single Family,,,,POINT (-72.54593 41.77194)
210028,2021,12/08/2021,Kent,391 KENT CORNWALL RD,"$375,300.00","$1,040,000.00",0.3608,Residential,Single Family,,,,POINT (-73.423174002 41.770411991)
200176,2020,11/17/2020,New Haven,36 HARDING PL,"$35,840.00","$35,000.00",1.024,Vacant Land,,,,,
200439,2020,06/08/2021,Farmington,4-C STAUNTON COURT,"$104,020.00","$160,000.00",0.6501,Residential,Condo,,,,
20000227,2020,04/07/2021,Brookfield,13 NORTH PLEASANT RISE ROAD,"$170,970.00","$339,000.00",0.504336283,Residential,Single Family,,,,
201287,2020,06/30/2021,Greenwich,190 STANWICH ROAD,"$1,638,350.00","$2,795,000.00",0.5861,Residential,Single Family,,,,POINT (-73.60473 41.06277)
211358,2021,08/08/2022,Danbury,11 MANNION LA 28,"$133,400.00","$360,000.00",0.3705,Residential,Condo,,K16123-28,,POINT (-73.428254022 41.383455019)
210140,2021,11/08/2021,Fairfield,332 KNAPPS HIGHWAY,"$278,180.00","$560,000.00",0.4967,Residential,Condo,,,,POINT (-73.236096042 41.182059008)
2020046,2020,11/05/2020,Berlin,18 WINDING MEADOW DRIVE,"$194,200.00","$299,900.00",0.6475,Residential,Single Family,,,,
210911,2021,05/26/2022,Bristol,331 KING ST,"$70,000.00","$243,000.00",0.288,Residential,Single Family,,,,POINT (-72.920851993 41.677700012)
210671,2021,05/12/2022,Fairfield,276 LOCKWOOD ROAD,"$348,250.00","$820,000.00",0.4246,Residential,Single Family,,,,POINT (-73.242322036 41.198366001)
210244,2021,05/02/2022,New Canaan,97 FOREST ST-UNIT B,"$665,000.00","$1,395,000.00",0.4767,Residential,Condo,,,,POINT (-73.492516984 41.15114898)
200046,2020,01/25/2021,Beacon Falls,34 LASKY ROAD,"$158,030.00","$243,000.00",0.6503,Residential,Single Family,,,,
200305,2020,01/26/2021,Enfield,15 SALERNO DR,"$233,660.00","$410,000.00",0.5699,Residential,Single Family,,,,
201101,2020,07/30/2021,Bristol,489 WOLCOTT ST UN 100,"$85,330.00","$164,000.00",0.5203,Residential,Condo,,,,POINT (-72.95919 41.6602)
20245,2020,12/28/2020,East Hartford,21 HIGBIE DR,"$64,830.00","$155,000.00",0.4182,Residential,Single Family,,,,
210053,2021,11/10/2021,Madison,BLAKEMAN RD MAP 24/LOT 108-1,"$18,600.00","$47,500.00",0.3915,Vacant Land,,12 - Non Buildable Lot,sale to abutter,,POINT (-72.627688113 41.274109443)
200150,2020,05/11/2021,Mansfield,51 BUNDY LA,"$248,100.00","$365,000.00",0.6797,Residential,Single Family,,,,
200567,2020,06/01/2021,Enfield,80 KALISH AVE,"$128,040.00","$237,000.00",0.5402,Residential,Single Family,,,,POINT (-72.59518 42.0219)
200057,2020,06/01/2021,Cornwall,SHARON GOSHEN TPKE,"$449,120.00","$330,000.00",1.3609,Vacant Land,,01 - Family,FAMILY SALE,,
210178,2021,01/05/2022,Harwinton,DAVIS RD,"$2,310.00","$5,997.00",0.385192596,Vacant Land,,12 - Non Buildable Lot,,.22 ACRES,POINT (-73.078014199 41.774351951)
200618,2020,07/13/2021,Branford,33C ROCKLEDGE,"$89,900.00","$135,000.00",0.6659,Residential,Condo,,,,
200437,2020,12/31/2020,Danbury,10 DEVONSHIRE DR,"$230,500.00","$385,000.00",0.5987,Residential,Single Family,,D13048,,POINT (-73.50091 41.39866)
200258,2020,12/31/2020,Enfield,61 CANDLEWOOD,"$94,270.00","$165,900.00",0.5682,Residential,Single Family,,,,POINT (-72.55155 42.01004)
2100009,2021,10/04/2021,Naugatuck,15 BALDWIN STREET,"$113,290.00","$200,000.00",0.56645,Residential,Two Family,,,,POINT (-73.045035001 41.490774016)
200700,2020,07/13/2021,Enfield,8 SHANNON DR,"$161,590.00","$310,000.00",0.5212,Residential,Single Family,,,,
210499,2021,02/01/2022,Bristol,7-9 WILLOUGHBY STREET,"$87,780.00","$243,000.00",0.3612,Residential,Two Family,,,,POINT (-72.94739002 41.688283003)
201245,2020,09/14/2021,Meriden,223 REYNOLDS DR,"$128,170.00","$260,000.00",0.4929,Residential,Single Family,,,,
20386,2020,06/28/2021,Bethel,159 GRASSY PLAIN STREET,"$1,096,470.00","$600,000.00",1.8274,Commercial,,08 - Part Interest,,,
210022,2021,10/05/2021,New Britain,324 BARBOUR RD,"$143,430.00","$327,000.00",0.4386,Residential,Single Family,,,,POINT (-72.762470987 41.699814993)
20036,2020,10/20/2020,Bethel,8 BROOKWOOD DRIVE,"$155,680.00","$305,200.00",0.51,Residential,Single Family,25 - Other,Relocation sale,,POINT (-73.40019 41.37792)
2121216,2021,05/02/2022,Ansonia,37 BERKSHIRE RD,"$181,600.00","$410,000.00",0.4429,Residential,Single Family,,,,POINT (-73.068647996 41.337200995)
21078,2021,04/20/2022,Haddam,900 SAYBROOK RD,"$103,890.00","$205,000.00",0.506780488,Residential,Condo,,,,POINT (-72.51500703 41.479898999)
201190,2020,08/17/2021,Bristol,295 REDSTONE HILL RD UN 29,"$40,110.00","$90,500.00",0.4432,Residential,Condo,,,,
2020385,2020,08/02/2021,Berlin,LOT 10 SPICEWOOD LANE,"$88,100.00","$135,000.00",0.6525,Vacant Land,,,,,
200112,2020,08/02/2021,Bethany,30 MESA DR,"$110,310.00","$262,500.00",0.420228571,Vacant Land,,24 - Plottage,COMBINATION OF TWO LOTS 105/2-2 &105/2-3,,
210682,2021,01/11/2022,Middletown,1705 COUNTRY CLUB RD,"$257,530.00","$450,000.00",0.5722,Residential,Single Family,,,,POINT (-72.747304017 41.562958002)
210086,2021,10/25/2021,New Britain,36 SUNRISE AVE,"$105,910.00","$250,000.00",0.4236,Residential,Two Family,,,,POINT (-72.761202973 41.673882013)
200984,2020,07/06/2021,Manchester,41 STEELE FARM DRIVE,"$292,500.00","$530,000.00",0.5518,Residential,Single Family,,,,
210151,2021,02/24/2022,Avon,5 LANCASTER COURT,"$267,390.00","$595,000.00",0.4493,Residential,Condo,,,,POINT (-72.809290035 41.809818)
200991,2020,07/08/2021,Manchester,64 MILFORD ROAD,"$104,300.00","$160,000.00",0.6518,Residential,Single Family,,,,
210616,2021,12/22/2021,Bridgeport,3250 FAIRFIELD AVE UNIT #309,"$113,340.00","$280,000.00",0.4047,Residential,Condo,,,,POINT (-73.233418024 41.156224013)
20200107,2020,07/26/2021,Sharon,BARBERRY HILLS RD,"$106,300.00","$100,000.00",1.063,Vacant Land,,,,,
200011,2020,10/01/2020,Bridgeport,116 BASSICK AVE,"$76,090.00","$148,700.00",0.5117,Residential,Single Family,,,,POINT (-73.21096 41.17154)
200471,2020,06/22/2021,Farmington,16 CEDAR LA,"$198,080.00","$435,000.00",0.4553,Residential,Single Family,,,,POINT (-72.87366 41.76017)
10744,2001,02/21/2002,Danbury,45 POCONO LN 8,"$182,200.00","$334,000.00",0.545508982,,,,,,
200313,2020,06/02/2021,Avon,11 COTSWOLD WAY,"$295,530.00","$540,000.00",0.5472,Residential,Single Family,,,,
200000279,2020,06/04/2021,Brookfield,9 WOODCREEK RD,"$363,720.00","$600,000.00",0.6062,Residential,Single Family,,,,POINT (-73.4258 41.48452)
211054,2021,03/02/2022,Bridgeport,252 BLACK ROCK AVE,"$223,150.00","$486,111.00",0.459051533,Apartments,,25 - Other,NO EXPOSURE,,POINT (-73.200344962 41.169980979)
21068,2021,08/10/2022,Barkhamsted,452 & 453 EAST RIVER RD,"$143,150.00","$250,000.00",0.5726,Residential,Single Family,,"1840 ANTIQUE, 1516 SFLA, 0.53 AC, ROAD BETW 452 & 453 EAST RIVER RD, 453 ON RIVER",,POINT (-73.017472007 41.965093626)
200411,2020,04/22/2021,East Haven,108 FOREST ST EXT,"$120,870.00","$315,000.00",0.383714286,Residential,Single Family,,,GOOD SALE PER MLS,
20178,2020,12/02/2020,East Hartford,101 LAUREL ST,"$135,990.00","$215,000.00",0.6325,Residential,Two Family,,,,
210050,2021,11/22/2021,New Fairfield,8 LLOYD AVE,"$125,900.00","$265,000.00",0.475,Residential,Single Family,,,,POINT (-73.527542024 41.458900991)
200961,2020,07/01/2021,Meriden,52 ROYAL OAK CIR,"$130,340.00","$305,000.00",0.4273,Residential,Single Family,,,,
21064,2021,11/15/2021,Monroe,16 HERITAGE RD,"$180,100.00","$400,000.00",0.4502,Residential,Single Family,,,,POINT (-73.196235985 41.325568003)
210296,2021,07/06/2022,Berlin,355 RESERVOIR RD,"$172,300.00","$240,000.00",0.717916667,Residential,Single Family,25 - Other,OTHER,TWO SALES IN ONE DAY - SEE #210295,POINT (-72.804847962 41.612923994)
211125,2021,03/14/2022,Bridgeport,887 PLATTST,"$137,530.00","$125,000.00",1.1002,Residential,Single Family,25 - Other,SOLD BELOW MARKET VALUE,,POINT (-73.206651003 41.213038019)
210012,2021,10/07/2021,Clinton,56 LIBERTY ST,"$154,100.00","$300,000.00",0.5136,Residential,Single Family,,,,POINT (-72.518069024 41.282356987)
200159,2020,01/05/2021,Guilford,57 LONG HILL FARM,"$138,760.00","$240,000.00",0.5781,Residential,Condo,,,,POINT (-72.70857 41.31146)
2000502,2020,08/13/2021,Cheshire,56 MACKENZIE WILLOW TERR,$0.00,"$624,382.00",0,Residential,Condo,07 - Change in Property,NEW CONSTRUCTION/NO 20GL ASMT,,POINT (-72.91398 41.50421)
2020254,2020,05/13/2021,Berlin,59 PEACH TREE LN,"$236,300.00","$405,000.00",0.5834,Residential,Single Family,,,,POINT (-72.76578 41.62581)
211195,2021,09/14/2022,New Britain,26 SHUTTLE MEADOW AVE,"$77,070.00","$125,000.00",0.6165,Residential,Single Family,,,,POINT (-72.787044967 41.654633014)
211718,2021,06/13/2022,Bridgeport,185 WOODROW AVE,"$230,380.00","$385,000.00",0.5983,Residential,Single Family,,,,POINT (-73.194904017 41.213112996)
210955,2021,05/10/2022,Danbury,8 SIXTH ST,"$169,400.00","$345,000.00",0.491,Residential,Single Family,,J11119,,POINT (-73.443939999 41.407840993)
200098,2020,01/11/2021,Colchester,14 WOODACRES RD,"$191,900.00","$335,000.00",0.5728,Residential,Single Family,,,,POINT (-72.32448 41.61539)
200040,2020,11/06/2020,Coventry,777 DUNN RD,"$147,700.00","$227,000.00",0.6506,Residential,Single Family,,,,
210025,2021,10/21/2021,Cromwell,2304 CROMWELL HILLS DRIVE,"$45,430.00","$100,000.00",0.4543,Residential,Condo,,,,POINT (-72.678000011 41.608967987)
211796,2021,06/27/2022,Bridgeport,25 CARTRIGHT ST UNIT #4B,"$58,740.00","$140,000.00",0.4195,Residential,Condo,,,,POINT (-73.219296026 41.177733988)
210280,2021,12/20/2021,Fairfield,22 PARTRIDGE LANE,"$302,260.00","$520,000.00",0.5812,Residential,Single Family,,,,POINT (-73.26633996 41.157898005)
210151,2021,10/22/2021,Bridgeport,556-558 PEARL HARBOR ST,"$154,810.00","$200,000.00",0.774,Residential,Two Family,,,,POINT (-73.160105037 41.203570995)
210335,2021,08/01/2022,Bloomfield,6 MALONE DR,"$98,770.00","$195,000.00",0.5065,Residential,Single Family,,,,POINT (-72.700597035 41.823680998)
21000528,2021,09/19/2022,Cheshire,9 WOODRIDGE CT,"$74,390.00","$150,000.00",0.4959,Residential,Condo,,,,POINT (-72.931611004 41.51725601)
200209,2020,02/24/2021,East Lyme,468R BOSTON POST RD,"$305,550.00","$470,000.00",0.6501,Residential,Single Family,,,,POINT (-72.25605 41.35006)
200554,2020,06/04/2021,Glastonbury,57 SULKY LN,"$242,900.00","$440,000.00",0.552,Residential,Single Family,,,,
