Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Unnamed_Column_11
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410,Rockaways,Summer 2020,06/01/2020,6.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Annual Average 2022,01/01/2022,6.1,
386,Ozone (O3),Mean,ppb,UHF34,402,West Queens,Summer 2022,06/01/2022,33.6,
386,Ozone (O3),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2021,06/01/2021,31.1,
386,Ozone (O3),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2021,06/01/2021,30.8,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Summer 2021,06/01/2021,11.3,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Winter 2021-22,12/01/2021,22.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2021,01/01/2021,6.5,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206,Borough Park,Annual Average 2021,01/01/2021,16.7,
386,Ozone (O3),Mean,ppb,UHF42,301,Washington Heights,Summer 2020,06/01/2020,28.8,
386,Ozone (O3),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2022,06/01/2022,34.8,
825879,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Summer 2022,06/01/2022,9.8
386,Ozone (O3),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2022,06/01/2022,37.6,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Winter 2021-22,12/01/2021,29.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Annual Average 2021,01/01/2021,6.3,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Winter 2020-21,12/01/2020,26.7,
386,Ozone (O3),Mean,ppb,UHF42,304,Upper West Side,Summer 2020,06/01/2020,29,
386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2020,06/01/2020,31.5,
386,Ozone (O3),Mean,ppb,UHF42,206,Borough Park,Summer 2021,06/01/2021,30.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Summer 2021,06/01/2021,8.3,
386,Ozone (O3),Mean,ppb,CD,316,Brownsville (CD16),Summer 2021,06/01/2021,30.8,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Annual Average 2021,01/01/2021,16,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Winter 2020-21,12/01/2020,24.8,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Annual Average 2020,01/01/2020,10.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Winter 2020-21,12/01/2020,6.4,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Winter 2021-22,12/01/2021,19.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Summer 2022,06/01/2022,7.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Summer 2022,06/01/2022,6.2,
823388,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Summer 2022,06/01/2022,6.5
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Summer 2022,06/01/2022,6.5,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Summer 2020,06/01/2020,6,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Winter 2021-22,12/01/2021,7.2,
386,Ozone (O3),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2022,06/01/2022,34.6,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2021,06/01/2021,14.4,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2020,01/01/2020,13.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305,East New York and Starrett City (CD5),Summer 2022,06/01/2022,6.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Annual Average 2021,01/01/2021,6.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Winter 2021-22,12/01/2021,7.4,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2021,01/01/2021,14.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,Summer 2021,06/01/2021,9.4,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Winter 2021-22,12/01/2021,23.5,
386,Ozone (O3),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2021,06/01/2021,29.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2020-21,12/01/2020,6.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Winter 2021-22,12/01/2021,8.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Winter 2021-22,12/01/2021,6.4,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Summer 2020,06/01/2020,8.6,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Winter 2021-22,12/01/2021,21.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211,Morris Park and Bronxdale (CD11),Winter 2021-22,12/01/2021,7.3,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2020,06/01/2020,14.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,209,Parkchester and Soundview (CD9),Summer 2021,06/01/2021,8.6,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2020-21,12/01/2020,19.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Summer 2020,06/01/2020,7,
386,Ozone (O3),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2022,06/01/2022,30.9,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Annual Average 2020,01/01/2020,15.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Winter 2021-22,12/01/2021,6.4,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Annual Average 2020,01/01/2020,18.9,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Summer 2020,06/01/2020,12.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Winter 2021-22,12/01/2021,7.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Summer 2022,06/01/2022,7,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Summer 2021,06/01/2021,14.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Annual Average 2021,01/01/2021,6.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504,Southern SI,Winter 2020-21,12/01/2020,6.5,
386,Ozone (O3),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2021,06/01/2021,30.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201,Greenpoint,Summer 2022,06/01/2022,7.2,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Winter 2020-21,12/01/2020,22.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Winter 2020-21,12/01/2020,6.3,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2020-21,12/01/2020,19,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2020-21,12/01/2020,6.5,
386,Ozone (O3),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Summer 2022,06/01/2022,31.3,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2020,06/01/2020,14.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210,Coney Island - Sheepshead Bay,Summer 2020,06/01/2020,6.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504,Southern SI,Annual Average 2022,01/01/2022,5.1,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Winter 2021-22,12/01/2021,23.1,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2021,06/01/2021,13.4,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Annual Average 2022,01/01/2022,17.3,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Winter 2021-22,12/01/2021,18.6,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2021-22,12/01/2021,22.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Winter 2020-21,12/01/2020,20.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Winter 2020-21,12/01/2020,19.6,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2020,01/01/2020,13,
386,Ozone (O3),Mean,ppb,UHF34,206,Borough Park,Summer 2022,06/01/2022,35.2,
386,Ozone (O3),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2021,06/01/2021,27.3,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Annual Average 2020,01/01/2020,16.9,
386,Ozone (O3),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2020,06/01/2020,27.7,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2020,01/01/2020,17.5,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Winter 2021-22,12/01/2021,21.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Winter 2021-22,12/01/2021,6.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Summer 2020,06/01/2020,7.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Summer 2020,06/01/2020,7.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Summer 2020,06/01/2020,6.6,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Annual Average 2020,01/01/2020,13.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Annual Average 2022,01/01/2022,6.1,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2020,01/01/2020,18.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2021,01/01/2021,7.1,
825754,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2022,06/01/2022,8.6
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Annual Average 2022,01/01/2022,15.2,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Summer 2022,06/01/2022,10.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Summer 2022,06/01/2022,7.5,
825867,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2022,06/01/2022,14.8
823451,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Summer 2022,06/01/2022,7.1
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Annual Average 2022,01/01/2022,13.4,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2022,06/01/2022,19.6,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Winter 2021-22,12/01/2021,18.8,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2022,06/01/2022,13.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Summer 2021,06/01/2021,9.6,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2020,06/01/2020,12.2,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2020,06/01/2020,14.6,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Winter 2021-22,12/01/2021,23.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Annual Average 2022,01/01/2022,5.7,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2022,01/01/2022,14.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308,Chelsea-Village,Annual Average 2021,01/01/2021,8.4,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Summer 2020,06/01/2020,14.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Winter 2021-22,12/01/2021,6.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Annual Average 2021,01/01/2021,6.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2021,06/01/2021,8.6,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Annual Average 2021,01/01/2021,18,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210,Coney Island - Sheepshead Bay,Winter 2020-21,12/01/2020,6.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Winter 2020-21,12/01/2020,8,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2022,06/01/2022,10,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Winter 2021-22,12/01/2021,19.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Annual Average 2021,01/01/2021,6.5,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Winter 2020-21,12/01/2020,19.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207,Kingsbridge Heights and Bedford (CD7),Winter 2020-21,12/01/2020,6.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Summer 2020,06/01/2020,7.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Winter 2020-21,12/01/2020,6.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Summer 2021,06/01/2021,8.3,
386,Ozone (O3),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2021,06/01/2021,30.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Winter 2020-21,12/01/2020,6.8,
826117,375,Nitrogen dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2022,06/01/2022,6.8
386,Ozone (O3),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2020,06/01/2020,30.6,
386,Ozone (O3),Mean,ppb,UHF34,409,Southeast Queens,Summer 2020,06/01/2020,30,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304,Upper West Side,Summer 2020,06/01/2020,7.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,Woodside and Sunnyside (CD2),Winter 2020-21,12/01/2020,7.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Summer 2021,06/01/2021,8.9,
386,Ozone (O3),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2021,06/01/2021,28.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,Woodside and Sunnyside (CD2),Annual Average 2022,01/01/2022,6.5,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2022,06/01/2022,11,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2022,06/01/2022,6.6,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Winter 2020-21,12/01/2020,17.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1,Bronx,Annual Average 2021,01/01/2021,6.6,
386,Ozone (O3),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2022,06/01/2022,29.9,
386,Ozone (O3),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2022,06/01/2022,31.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Summer 2022,06/01/2022,6.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Annual Average 2022,01/01/2022,5.5,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Winter 2020-21,12/01/2020,21.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Winter 2020-21,12/01/2020,6.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Winter 2021-22,12/01/2021,8.1,
386,Ozone (O3),Mean,ppb,UHF42,409,Southeast Queens,Summer 2020,06/01/2020,30,
386,Ozone (O3),Mean,ppb,CD,316,Brownsville (CD16),Summer 2022,06/01/2022,34.2,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Summer 2020,06/01/2020,14,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Summer 2020,06/01/2020,8.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Annual Average 2020,01/01/2020,6.3,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Summer 2022,06/01/2022,8.5,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2021,06/01/2021,14.5,
375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2020,01/01/2020,17.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2022,06/01/2022,10.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2021,01/01/2021,6.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Winter 2021-22,12/01/2021,7.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111,East Harlem (CD11),Summer 2021,06/01/2021,8.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Winter 2021-22,12/01/2021,6.9,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2022,01/01/2022,16.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Winter 2021-22,12/01/2021,7.3,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Winter 2021-22,12/01/2021,21.2,
386,Ozone (O3),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2022,06/01/2022,28.9,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2021,01/01/2021,14.3,
386,Ozone (O3),Mean,ppb,UHF34,204,East New York,Summer 2022,06/01/2022,34.4,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Summer 2022,06/01/2022,11.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Summer 2022,06/01/2022,8.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Annual Average 2021,01/01/2021,6.2,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Summer 2020,06/01/2020,7.5,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Annual Average 2020,01/01/2020,13.7,
823439,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,Summer 2022,06/01/2022,6.9
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Annual Average 2021,01/01/2021,15.1,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Winter 2021-22,12/01/2021,22,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2020,06/01/2020,9.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Summer 2021,06/01/2021,8.6,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2021,01/01/2021,18,
386,Ozone (O3),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2020,06/01/2020,30.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Summer 2020,06/01/2020,6.9,
386,Ozone (O3),Mean,ppb,Borough,3,Manhattan,Summer 2021,06/01/2021,27.9,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2020-21,12/01/2020,19,
386,Ozone (O3),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2022,06/01/2022,31.4,
386,Ozone (O3),Mean,ppb,CD,313,Coney Island (CD13),Summer 2021,06/01/2021,32.4,
386,Ozone (O3),Mean,ppb,UHF42,205,Sunset Park,Summer 2022,06/01/2022,33.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304,Upper West Side,Annual Average 2022,01/01/2022,6.1,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Winter 2021-22,12/01/2021,18.7,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Annual Average 2020,01/01/2020,13.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2021-22,12/01/2021,6.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303,East Harlem,Winter 2021-22,12/01/2021,7,
365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3,Manhattan,Winter 2021-22,12/01/2021,7.9,
386,Ozone (O3),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Summer 2022,06/01/2022,34.4,
386,Ozone (O3),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Summer 2020,06/01/2020,31,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2020,06/01/2020,17.8,
386,Ozone (O3),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2021,06/01/2021,29.7,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2020-21,12/01/2020,22.8,
823525,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Summer 2022,06/01/2022,5.9
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2022,01/01/2022,5.6,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2021,01/01/2021,20.2,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2022,01/01/2022,14.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Summer 2020,06/01/2020,7.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2020,01/01/2020,6,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Summer 2022,06/01/2022,13,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Summer 2022,06/01/2022,12.5,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2021,06/01/2021,13.4,
386,Ozone (O3),Mean,ppb,CD,305,East New York and Starrett City (CD5),Summer 2022,06/01/2022,34.6,
386,Ozone (O3),Mean,ppb,CD,105,Midtown (CD5),Summer 2021,06/01/2021,26.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,Summer 2021,06/01/2021,9.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Winter 2020-21,12/01/2020,6.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Annual Average 2021,01/01/2021,6.9,
386,Ozone (O3),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2020,06/01/2020,29.5,
386,Ozone (O3),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2022,06/01/2022,32.8,
386,Ozone (O3),Mean,ppb,UHF42,301,Washington Heights,Summer 2022,06/01/2022,29.9,
386,Ozone (O3),Mean,ppb,UHF42,206,Borough Park,Summer 2022,06/01/2022,35.2,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Annual Average 2020,01/01/2020,15.6,
375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Summer 2020,06/01/2020,16,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Winter 2020-21,12/01/2020,6.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Summer 2022,06/01/2022,5.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Annual Average 2022,01/01/2022,6.5,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Winter 2020-21,12/01/2020,23.1,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Winter 2020-21,12/01/2020,22.6,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Winter 2020-21,12/01/2020,25,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Summer 2020,06/01/2020,6.7,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Annual Average 2022,01/01/2022,15.2,
